variant,iteration,n_estimators,min_samples_split,min_samples_leaf,max_samples,max_features,max_depth,train_precision,train_recall,train_f1,train_f2,train_pr_auc,train_roc_auc,validation_precision,validation_recall,validation_f1,validation_f2,validation_pr_auc,validation_roc_auc,f1_gap,pr_auc_gap,selection_score
legacy_baseline,19,300,20,5,0.75,0.75,10,0.5747760165403171,0.9928571428571429,0.7280663465735486,0.866763666597381,0.9583149288812394,0.9993468600114981,0.6349598517603459,0.9518518518518518,0.7617636161541311,0.8654655665937027,0.9395312425248259,0.9989607383914589,-0.0336972695805825,0.018783686356413476,0.9395312425248259
legacy_baseline,20,150,5,20,0.75,sqrt,10,0.48633932912007777,0.9924603174603175,0.65278955954323,0.8214813598292002,0.94889138103991,0.9991488917605316,0.560857908847185,0.9685185185185186,0.7103565365025467,0.8455941794664511,0.9326317872681984,0.9989528534238876,-0.057566976959316674,0.0162595937717116,0.9326317872681984
legacy_baseline,21,100,50,20,,0.75,12,0.601051750926258,0.9978174603174603,0.7502051167300664,0.8814456479826129,0.964620578564932,0.9994739593043738,0.6554140127388535,0.9527777777777777,0.7766037735849056,0.8735144312393888,0.9483587766591395,0.9990228551553386,-0.02639865685483922,0.016261801905792517,0.9483587766591395
legacy_baseline,22,200,5,10,0.9,log2,20,0.7290219907407407,0.9998015873015873,0.8432061579651942,0.9306663711583925,0.9752208394929016,0.9996739264279393,0.7531787584143605,0.9324074074074075,0.8332643773272652,0.8900477284779919,0.9396057488441165,0.9990577606768373,0.009941780637928943,0.0356150906487851,0.934634858525152
legacy_baseline,23,200,20,10,0.6,0.75,20,0.7777251932481464,0.9781746031746031,0.8665084805343176,0.9302237820295105,0.9705510477976234,0.9995944512128239,0.8,0.9148148148148149,0.8535637149028078,0.8892889288928892,0.9478175466687265,0.9989794353943703,0.012944765631509814,0.022733501128896827,0.9413451638529716
legacy_baseline,24,200,50,5,0.75,0.5,8,0.4599447513812155,0.9910714285714286,0.6283018867924528,0.8051257253384912,0.9445427847150655,0.9990216517555436,0.5174963035978315,0.9722222222222222,0.6754583467352847,0.8269018743109151,0.9401930884410041,0.99899077659017,-0.04715645994283191,0.004349696274061343,0.9401930884410041
legacy_baseline,25,150,10,5,0.9,0.75,15,0.7439456585942115,0.9996031746031746,0.8530308161192008,0.9353185801277291,0.9805026139523628,0.9997384643551223,0.8026208026208026,0.9074074074074074,0.8518035636679705,0.8843169103049991,0.9435429528186278,0.998854572594713,0.0012272524512303429,0.036959661133735056,0.9429293265930125
corrected_simulation_day,1,200,10,10,0.6,0.5,15,0.7390459099745775,0.9805555555555555,0.8428413063869702,0.9204007896599248,0.9692445545979662,0.9995651668672232,0.7723076923076924,0.9296296296296296,0.8436974789915966,0.8932384341637011,0.9491554405978135,0.9990365513535449,-0.0008561726046264484,0.020089114000152675,0.9491554405978135
corrected_simulation_day,2,100,2,10,0.6,0.5,6,0.36523523376813716,0.9888888888888889,0.5334475008027401,0.7371472519671064,0.9201668658697995,0.9984402506048744,0.4110120201628538,0.9814814814814815,0.5793932768515988,0.7682272793158429,0.9340657314920768,0.9988764159571147,-0.045945776048858744,-0.013898865622277379,0.9340657314920768
corrected_simulation_day,3,200,10,20,0.75,log2,12,0.5362458507334832,0.9936507936507937,0.696571388830934,0.8488423336384284,0.9524973400173506,0.9992688527659854,0.6061843640606768,0.962037037037037,0.7437365783822477,0.8609545906529665,0.9302433728068861,0.9989362349251243,-0.04716518955131377,0.022253967210464576,0.9302433728068861
corrected_simulation_day,4,300,10,20,,sqrt,12,0.5564533982731902,0.9974206349206349,0.7143669177206196,0.8609645817633761,0.9624391133826372,0.9994391620863986,0.620442319187089,0.9611111111111111,0.7540864511442064,0.8660103454029702,0.9405002341573124,0.9990408370765477,-0.039719533423586806,0.02193887922532478,0.9405002341573124
corrected_simulation_day,5,200,20,2,0.75,0.5,12,0.6349467815509376,0.9942460317460318,0.7749768017321373,0.8931626978468559,0.9630402469962944,0.9994554732823244,0.7222619899785254,0.9342592592592592,0.8146951958013726,0.8824558334790974,0.9379494811573664,0.9989339275948312,-0.039718394069235274,0.025090765838927997,0.9379494811573664
corrected_simulation_day,6,150,5,10,0.9,0.75,12,0.6565274151436031,0.9978174603174603,0.7919685039370079,0.9038461538461539,0.9720106944905881,0.9995983391772215,0.7044982698961938,0.9425925925925925,0.8063366336633664,0.8829141370338248,0.9473732140613076,0.9990046158047167,-0.01436812972635848,0.02463748042928049,0.9473732140613076
corrected_simulation_day,7,200,5,10,0.6,log2,6,0.28991377813783925,0.9940476190476191,0.4489046189686842,0.6690526428247109,0.8897881521752291,0.9977652890834257,0.3451727478204714,0.9898148148148148,0.5118506104859948,0.7206417689092625,0.8783092182920378,0.9981476428237451,-0.06294599151731056,0.011478933883191322,0.8783092182920378
corrected_simulation_day,8,200,5,2,0.6,0.75,10,0.5795680093403386,0.984920634920635,0.7297317162807792,0.8640557006092254,0.9476045335227512,0.9991725090842726,0.6470588235294118,0.9472222222222222,0.7688838782412627,0.8668022369089985,0.9290518639935447,0.9988058898324154,-0.039152161960483545,0.018552669529206534,0.9290518639935447
corrected_simulation_day,9,200,50,10,,log2,12,0.5361066666666666,0.9972222222222222,0.697329171002428,0.850854917894024,0.9614110243743577,0.9994235912136579,0.6175771971496437,0.9629629629629629,0.7525325615050651,0.866089273817455,0.932217136281338,0.9989820668950353,-0.05520339050263712,0.029193888093019704,0.932217136281338
corrected_simulation_day,10,200,2,2,,sqrt,20,0.8936170212765957,1.0,0.9438202247191011,0.9767441860465116,0.9966660717073028,0.9999581182440946,0.9097222222222222,0.8490740740740741,0.8783524904214559,0.8605480480480481,0.9484439720878461,0.9990180545735101,0.06546773429764519,0.04822209961945667,0.9157101049390235
corrected_simulation_day,11,150,5,20,0.6,sqrt,8,0.40674651674407236,0.9904761904761905,0.5766764858776642,0.7695865322356858,0.9323207157252149,0.9987423316208948,0.4605034722222222,0.9824074074074074,0.6270685579196218,0.8008756038647343,0.9278244801851904,0.9988680733372539,-0.050392072041957614,0.00449623554002454,0.9278244801851904
corrected_simulation_day,12,150,10,10,,log2,6,0.2880800414007245,0.9940476190476191,0.44670322321786815,0.6670927538547575,0.8938078460122081,0.9978289373551096,0.3408656906429026,0.9916666666666667,0.50734249171009,0.7176360225140713,0.8902762215773412,0.9982961414572716,-0.0606392684922219,0.0035316244348668757,0.8902762215773412
corrected_simulation_day,13,150,10,5,0.75,log2,15,0.735453612780302,0.9956349206349207,0.8459917390204839,0.9298447170440648,0.9775968556336696,0.999698532539496,0.7865079365079365,0.9175925925925926,0.847008547008547,0.8879928315412187,0.9400741429746156,0.9990073712528766,-0.0010168079880631398,0.03752271265905405,0.9400741429746156
corrected_simulation_day,14,150,20,2,0.6,0.5,8,0.47384439794559635,0.9884920634920635,0.6406069178346406,0.8120884136402164,0.9376317643099302,0.9989202221549642,0.5359877488514548,0.9722222222222222,0.6910167818361304,0.8361204013377926,0.9332214909696784,0.9988782942383866,-0.050409864001489724,0.004410273340251791,0.9332214909696784
corrected_simulation_day,15,300,10,1,0.75,log2,12,0.5915742270474392,0.9946428571428572,0.7418972916974989,0.875357966054341,0.9631784491551437,0.9994421444225714,0.6813261163734776,0.9324074074074075,0.7873338545738858,0.8684028975508796,0.9224952402947962,0.998827647385013,-0.04543656287638698,0.040683208860347486,0.9224952402947962
corrected_simulation_day,16,300,10,5,0.9,sqrt,12,0.6268861454046639,0.9974206349206349,0.7698904969752661,0.8919762944036339,0.9735514917923191,0.9996150519731215,0.6915254237288135,0.9444444444444444,0.7984344422700587,0.8800690250215704,0.9429023038141495,0.9990339341545141,-0.02854394529479254,0.030649187978169623,0.9429023038141495
corrected_simulation_day,17,100,2,2,0.6,sqrt,15,0.7631700911478448,0.9801587301587301,0.8581603404846695,0.9274208688469192,0.9772232991554923,0.9996714045119391,0.8165829145728644,0.9027777777777778,0.8575197889182058,0.8841131664853101,0.9419189170801096,0.9989607050209796,0.0006405515664636985,0.03530438207538278,0.9415986412968778
corrected_simulation_day,18,100,5,20,,0.5,6,0.35218527148203066,0.9896825396825397,0.5195021611206583,0.7266264603909914,0.9206611445887594,0.9984629688923093,0.4017417644831503,0.9824074074074074,0.570276807309863,0.7621031460996983,0.9331365470959702,0.9988558073024525,-0.050774646189204686,-0.012475402507210798,0.9331365470959702
corrected_simulation_day,19,300,20,5,0.75,0.75,10,0.5749253045276947,0.9926587301587302,0.7281327317712123,0.8667105536691844,0.9584344114214507,0.9993460707559929,0.64125,0.95,0.7656716417910447,0.8665540540540541,0.9409680893457713,0.9989544885773802,-0.03753891001983245,0.01746632207567944,0.9409680893457713
corrected_simulation_day,20,150,5,20,0.75,sqrt,10,0.4875767319497223,0.9928571428571429,0.6539894138404234,0.8224041021595503,0.9491968577443246,0.9991561639146116,0.5676262900597502,0.9675925925925926,0.7155083875385142,0.8480766109397825,0.9358331902670869,0.9989674124873479,-0.061518973698090784,0.013363667477237717,0.9358331902670869
corrected_simulation_day,21,100,50,20,,0.75,12,0.6019394229618101,0.9976190476190476,0.7508399910400956,0.8817030828043348,0.9650796629015481,0.9994839402299976,0.6482064191315292,0.9537037037037037,0.7718246534282502,0.8715518700287697,0.9480378362580086,0.9990169819509565,-0.020984662388154662,0.01704182664353948,0.9480378362580086
corrected_simulation_day,22,200,5,10,0.9,log2,20,0.7290219907407407,0.9998015873015873,0.8432061579651942,0.9306663711583925,0.9752335490293284,0.9996737750673431,0.7554388597149287,0.9324074074074075,0.8346456692913385,0.8906775163629931,0.9383775905307884,0.9990497517617707,0.008560488673855615,0.036855958498539954,0.9340973461938606
corrected_simulation_day,23,200,20,10,0.6,0.75,20,0.7750668975287266,0.976984126984127,0.8643904151672079,0.9286010636291631,0.9704962739356883,0.9995921696483233,0.7924980047885076,0.9194444444444444,0.8512644663523361,0.8909025659429392,0.9473088846175652,0.9989263524959974,0.013125948814871835,0.02318738931812303,0.9407459102101293
corrected_simulation_day,24,200,50,5,0.75,0.5,8,0.4531604244128049,0.991468253968254,0.6220202900354764,0.8011350883380896,0.9444258702071385,0.9990174869305575,0.514720314033366,0.9712962962962963,0.672867222578576,0.8249449512425291,0.9357096579469446,0.9989206604456464,-0.05084693254309958,0.008716212260193923,0.9357096579469446
corrected_simulation_day,25,150,10,5,0.9,0.75,15,0.7503349709691827,1.0,0.8573615718295483,0.9376046433753767,0.9813058735079424,0.999751164700774,0.8026208026208026,0.9074074074074074,0.8518035636679705,0.8843169103049991,0.9451789514819375,0.9989351956730502,0.00555800816157781,0.03612692202600487,0.9423999474011486
no_direct_time,1,200,10,10,0.6,0.5,15,0.7365287287883299,0.9817460317460317,0.8416397346487497,0.9204553910261181,0.9690557807543088,0.9995609934220359,0.7710100231303006,0.9259259259259259,0.8413967185527976,0.8901548869503294,0.9495387855380162,0.999070017177216,0.00024301609595211993,0.019516995216292576,0.9494172774900401
no_direct_time,2,100,2,10,0.6,0.5,6,0.36491330748408807,0.9896825396825397,0.5332193062162596,0.7372372816222768,0.9186379074502766,0.9984218556020115,0.41133100504462555,0.9814814814814815,0.5797101449275363,0.7684500507467015,0.9299287854395949,0.9988241530190941,-0.04649083871127668,-0.011290877989318271,0.9299287854395949
no_direct_time,3,200,10,20,0.75,log2,12,0.5353287012292891,0.9936507936507937,0.6957971517888155,0.848382178553278,0.952779297319369,0.9992740882707007,0.6044211751018034,0.962037037037037,0.7424080028581637,0.8602417618811061,0.9291579758515043,0.9989285692492746,-0.04661085106934815,0.023621321467864664,0.9291579758515043
no_direct_time,4,300,10,20,,sqrt,12,0.5594522378089513,0.9970238095238095,0.7167308515190415,0.8621577105208976,0.9623677945974545,0.9994388081510679,0.6200716845878136,0.9611111111111111,0.7538126361655774,0.8658658658658659,0.9393460697678382,0.9990451180323393,-0.03708178464653589,0.023021724829616286,0.9393460697678382
no_direct_time,5,200,20,2,0.75,0.5,12,0.6403071017274472,0.9928571428571429,0.7785297549591599,0.8943699731903485,0.9634161884651524,0.9994640392272308,0.7258297258297258,0.9314814814814815,0.8158961881589619,0.881528215913074,0.9392768782277133,0.9989343709454868,-0.03736643319980204,0.024139310237439093,0.9392768782277133
no_direct_time,6,150,5,10,0.9,0.75,12,0.6498320847326272,0.9982142857142857,0.7872007510561727,0.9015482761092395,0.9718304799574257,0.9995964019137091,0.6975308641975309,0.9416666666666667,0.8014184397163121,0.8800623052959502,0.948770334458276,0.9990352117671556,-0.014217688660139394,0.023060145499149698,0.948770334458276
no_direct_time,7,200,5,10,0.6,log2,6,0.29009092488562,0.9938492063492064,0.44909669610436187,0.6691693162690037,0.8904546132722806,0.9977824262974804,0.35116508040695765,0.9907407407407407,0.518536467167434,0.726211483643274,0.8909709268590164,0.9982775684018554,-0.06943977106307209,-0.0005163135867357616,0.8909709268590164
no_direct_time,8,200,5,2,0.6,0.75,10,0.5778010715117633,0.9843253968253968,0.7281667400557758,0.8629026647185696,0.9466982363561591,0.9991502824018567,0.6418663303909206,0.9425925925925925,0.7636909227306826,0.8618354216051473,0.9281620164759419,0.9987961933245311,-0.03552418267490687,0.018536219880217253,0.9281620164759419
no_direct_time,9,200,50,10,,log2,12,0.5360571794324728,0.9970238095238095,0.6972387956153739,0.8507144308254893,0.9611057301165106,0.9994178448352377,0.6140661938534279,0.962037037037037,0.7496392496392497,0.864105123087159,0.932632117937947,0.99897448702899,-0.05240045402387572,0.02847361217856359,0.932632117937947
no_direct_time,10,200,2,2,,sqrt,20,0.8901448251501236,1.0,0.9418800224257148,0.9759120130121601,0.9967270606980247,0.9999587809854662,0.8990291262135922,0.8574074074074074,0.8777251184834123,0.8654205607476636,0.9487391499247506,0.9990730586580566,0.0641549039423025,0.047987910773274134,0.9166616979535993
no_direct_time,11,150,5,20,0.6,sqrt,8,0.3989289425305731,0.9902777777777778,0.5687425217936299,0.7638272474059563,0.9322247329952769,0.9987188501920946,0.4621775251421076,0.9787037037037037,0.6278586278586279,0.7999091872256697,0.9257812692242564,0.998827046716383,-0.05911610606499795,0.006443463771020452,0.9257812692242564
no_direct_time,12,150,10,10,,log2,6,0.28858557935959456,0.9942460317460318,0.4473308337796822,0.6677060014923782,0.8928135964108415,0.997833765428538,0.34417256922086287,0.9898148148148148,0.5107501194457716,0.7197683813627794,0.890380992755503,0.9982968374701288,-0.06341928566608945,0.0024326036553384833,0.890380992755503
no_direct_time,13,150,10,5,0.75,log2,15,0.7351992966002344,0.995436507936508,0.845751854349292,0.929624962941002,0.9782474527318824,0.999705449997639,0.7947072975140337,0.9175925925925926,0.8517404383326171,0.8900664630860428,0.943602393335672,0.9990563400478552,-0.005988583983325135,0.03464505939621043,0.943602393335672
no_direct_time,14,150,20,2,0.6,0.5,8,0.47074945657310274,0.9882936507936508,0.6377312592023558,0.8101558179629811,0.9372552029653258,0.9989151210239777,0.5327577450482478,0.9712962962962963,0.6880944571990817,0.833995865797424,0.9317525199485891,0.9988781750581027,-0.05036319799672584,0.005502683016736731,0.9317525199485891
no_direct_time,15,300,10,1,0.75,log2,12,0.5955069535243076,0.9940476190476191,0.7448152828365421,0.8767017814020229,0.9638747200809511,0.9994482667938969,0.6764902880107166,0.9351851851851852,0.7850757870190439,0.8687424737656976,0.9218828434968875,0.9988119537252517,-0.04026050418250182,0.04199187658406356,0.9218828434968875
no_direct_time,16,300,10,5,0.9,sqrt,12,0.6193763096265253,0.9970238095238095,0.7640842393370334,0.8886570226010682,0.9734023843406405,0.9996107132228941,0.6891891891891891,0.9444444444444444,0.796875,0.8793103448275862,0.944086583912902,0.9990623658030006,-0.0327907606629666,0.029315800427738514,0.944086583912902
no_direct_time,17,100,2,2,0.6,sqrt,15,0.7690750545001557,0.9799603174603174,0.8618042226487524,0.9290121134602363,0.9782941774881715,0.999687472821012,0.8285960378983634,0.8907407407407407,0.858545292280232,0.8775770844736362,0.944007818211071,0.9990021654580831,0.0032589303685204296,0.03428635927710044,0.9423783530268108
no_direct_time,18,100,5,20,,0.5,6,0.3547652916073969,0.9896825396825397,0.522303664921466,0.7288135593220338,0.9204164302887156,0.9984458126631044,0.39640987284966345,0.9814814814814815,0.5647309536494406,0.7577923934801258,0.9338532186206615,0.9988688551599152,-0.04242728872797463,-0.013436788331945948,0.9338532186206615
no_direct_time,19,300,20,5,0.75,0.75,10,0.5772160664819944,0.9922619047619048,0.7298598949211909,0.8675062447960034,0.9587159363261032,0.9993518176414837,0.6452830188679245,0.95,0.7685393258426966,0.868020304568528,0.942146850549251,0.9989770041165822,-0.03867943092150572,0.016569085776852233,0.942146850549251
no_direct_time,20,150,5,20,0.75,sqrt,10,0.4898658572407716,0.9926587301587302,0.6560020979479446,0.8235933230171534,0.9497829593957551,0.9991617508193045,0.5594218415417559,0.9675925925925926,0.7089552238805971,0.8443762120232708,0.9358894467805802,0.9989890746957184,-0.052953125932652445,0.013893512615174908,0.9358894467805802
no_direct_time,21,100,50,20,,0.75,12,0.6047155058342355,0.9974206349206349,0.7529394143638134,0.8827661293154919,0.9652992691534616,0.9994844863451141,0.6382716049382716,0.9574074074074074,0.7659259259259259,0.8703703703703703,0.9480905566678342,0.9990602682300069,-0.012986511562112502,0.017208712485627498,0.9480905566678342
no_direct_time,22,200,5,10,0.9,log2,20,0.7359427486490434,0.9998015873015873,0.8478169428787752,0.932906283556115,0.9752669791033652,0.9996749704864584,0.7584905660377359,0.9305555555555556,0.8357588357588358,0.8901682905225864,0.9421364885121442,0.9990636434156421,0.012058107119939376,0.033130490591221085,0.9361074349521745
no_direct_time,23,200,20,10,0.6,0.75,20,0.7783920391723267,0.9777777777777777,0.8667663354146513,0.9301272130157412,0.9710236812852282,0.9996010649356327,0.7983935742971887,0.9203703703703704,0.8550537634408603,0.8930817610062893,0.9482756677367379,0.9989337655096453,0.011712571973791053,0.02274801354849032,0.9424193817498423
no_direct_time,24,200,50,5,0.75,0.5,8,0.4605457227138643,0.9912698412698413,0.6289023162134945,0.8055985552115583,0.9451633867242848,0.9990373161828239,0.528672032193159,0.9731481481481481,0.6851368970013038,0.8330691185795814,0.9396977669935308,0.9989846364219523,-0.056234580787809296,0.00546561973075399,0.9396977669935308
no_direct_time,25,150,10,5,0.9,0.75,15,0.7541155342711763,0.9998015873015873,0.8597508957515783,0.9386409358468072,0.9812760938101307,0.9997513076947042,0.8170426065162907,0.9055555555555556,0.8590250329380764,0.8863512778684067,0.945136283072675,0.9988718632702765,0.000725862813501843,0.03613981073745565,0.9447733516659241
