variant,feature,selector_importance,selected
no_direct_time,numeric__customer_previous_max_spend,0.005048346825393224,True
no_direct_time,numeric__merchant_amount_ratio,0.004918700316123627,True
no_direct_time,numeric__customer_spend_per_step,0.0044133245168271945,True
no_direct_time,numeric__merchant_previous_total_received,0.004164551636237251,True
no_direct_time,numeric__customer_category_spend_share,0.0032265208833953487,True
no_direct_time,numeric__customer_amount_last_24_steps,0.0029028250394639837,True
no_direct_time,numeric__customer_amount_ratio,0.0022747036436279668,True
no_direct_time,numeric__customer_transactions_per_step,0.002189381319425936,True
no_direct_time,numeric__customer_amount_last_6_steps,0.0020090513881858315,True
no_direct_time,numeric__customer_previous_total_spend,0.0019316073393986675,True
no_direct_time,numeric__merchant_velocity_ratio,0.0018699595071094463,True
no_direct_time,numeric__category_amount_last_3_steps,0.0018154929286852731,True
no_direct_time,numeric__customer_previous_transaction_count,0.0017342896784672956,True
no_direct_time,numeric__customer_previous_min_spend,0.0015478561683511432,True
no_direct_time,numeric__customer_transactions_last_24_steps,0.0014254260108348682,True
no_direct_time,numeric__customer_amount_last_3_steps,0.0014191023726174007,True
no_direct_time,numeric__merchant_recent_amount_ratio,0.0012905286869225126,True
no_direct_time,numeric__customer_transactions_last_6_steps,0.00111846689425386,True
no_direct_time,numeric__category_recent_amount_ratio,0.001011454995053868,True
no_direct_time,numeric__customer_amount_last_1_steps,0.0010104606113767302,True
no_direct_time,numeric__customer_recent_amount_ratio,0.0009107118928484278,False
no_direct_time,numeric__customer_steps_since_last_transaction,0.0009051429980925895,False
no_direct_time,numeric__customer_transactions_last_3_steps,0.0009009957147718499,False
no_direct_time,numeric__category_velocity_ratio,0.0008710319308523118,False
no_direct_time,numeric__customer_velocity_ratio,0.0008580641598346772,False
no_direct_time,numeric__customer_category_transaction_share,0.0007337406290100492,False
no_direct_time,numeric__customer_category_amount_ratio,0.0006742442912937754,False
no_direct_time,categorical__category_es_food,0.0006680909146395361,False
no_direct_time,numeric__customer_category_previous_max_amount,0.0006488126152818734,False
no_direct_time,numeric__customer_merchant_amount_ratio,0.0005628137035314311,False
no_direct_time,numeric__customer_category_previous_avg_amount,0.000460914040070408,False
no_direct_time,numeric__customer_category_previous_min_amount,0.00045814979949950987,False
no_direct_time,numeric__customer_merchant_transaction_share,0.0004471540602390808,False
no_direct_time,numeric__customer_category_steps_since_last_transaction,0.0004220233969703573,False
no_direct_time,categorical__category_es_wellnessandbeauty,0.0004090685018340222,False
no_direct_time,numeric__customer_category_previous_total_amount,0.0003958288731950359,False
no_direct_time,categorical__category_es_health,0.00039068252815978576,False
no_direct_time,numeric__customer_merchant_spend_share,0.0003786990697983424,False
no_direct_time,numeric__customer_merchant_previous_total_amount,0.0003610588626849661,False
no_direct_time,numeric__customer_transactions_last_1_steps,0.00035157273295611743,False
no_direct_time,numeric__customer_merchant_previous_min_amount,0.0003432850496284204,False
